w_id,file_name,line_no,word_no,word,pos_contributor_1,pos_contributor_2,pos_contributor_3,fpos,fner
33524,File-03,210,20,মুদ্রার,NN,Unk,NN,NN,O
33525,File-03,210,21,রিজার্ভ,NN,Unk,Unk,NN,O
33526,File-03,210,22,বৃদ্ধিতেও,NN,Unk,NN,NN,O
33527,File-03,210,23,এই,DD,DEM,DD,DD,O
33528,File-03,210,24,সেবা,NN,Unk,Unk,NN,O
33529,File-03,210,25,সক্রিয়,JJ,Unk,JJ,JJ,O
33530,File-03,210,26,ভূমিকা,NN,NN,NN,NN,O
33531,File-03,210,27,রাখছে,VM,Unk,VM,VM,O
33532,File-03,210,28,।,SYM,Unk,Unk,SYM,O
33533,File-03,210,29,’,SYM,Unk,Unk,SYM,O
33534,File-03,211,1,প্রবাসীরা,NN,Unk,Unk,NN,O
33535,File-03,211,2,বলছেন,VM,Unk,VM,VM,O
33536,File-03,211,3,",",SYM,SYM,SYM,SYM,O
33537,File-03,211,4,সহজেই,JJ,RB,JJ,JJ,O
33538,File-03,211,5,আয়,NN,Unk,Unk,NN,O
33539,File-03,211,6,পাঠানোর,VM,Unk,VM,VM,O
33540,File-03,211,7,সুযোগ,NN,Unk,Unk,NN,O
33541,File-03,211,8,চালু,JJ,Unk,JJ,JJ,O
33542,File-03,211,9,হওয়ায়,VM,Unk,Unk,VM,O
33543,File-03,211,10,কর্মসময়ের,NN,Unk,Unk,NN,O
33544,File-03,211,11,অপচয়,NN,Unk,Unk,NN,O
33545,File-03,211,12,কমে,VM,Unk,VM,VM,O
33546,File-03,211,13,গেছে,VM,VAUX,VM,VM,O
33547,File-03,211,14,।,SYM,Unk,SYM,SYM,O
33548,File-03,212,1,আর,PRP,CC,CC,PRP,O
33549,File-03,212,2,যাঁরা,PRP,PRP,PRP,PRP,O
33550,File-03,212,3,প্রবাসী,NN,Unk,NN,NN,O
33551,File-03,212,4,আয়,NN,Unk,NN,NN,O
33552,File-03,212,5,গ্রহণ,NN,NN,NN,NN,O
33553,File-03,212,6,করছেন,VM,Unk,VM,VM,O
33554,File-03,212,7,",",SYM,SYM,SYM,SYM,O
33555,File-03,212,8,তাঁদেরও,PRP,PRP,PRP,PRP,O
33556,File-03,212,9,ব্যাংকিং,NN,Unk,Unk,NN,O
33557,File-03,212,10,সময়ে,NN,NN,NN,NN,O
33558,File-03,212,11,টাকা,NN,NN,NN,NN,O
33559,File-03,212,12,তোলার,VM,Unk,VM,VM,O
33560,File-03,212,13,বাধ্যবাধকতা,NN,Unk,Unk,NN,O
33561,File-03,212,14,থাকছে,VM,Unk,VM,VM,O
33562,File-03,212,15,না,NEG,NEG,NEG,NEG,O
33563,File-03,212,16,।,SYM,Unk,Unk,SYM,O
33564,File-03,213,1,বিকাশে,NN,Unk,NN,NN,O
33565,File-03,213,2,আসা,VM,VM,VM,VM,O
33566,File-03,213,3,প্রবাসী,NN,Unk,NN,NN,O
33567,File-03,213,4,আয়ের,NN,Unk,Unk,NN,O
33568,File-03,213,5,অর্থ,NN,NN,NN,NN,O
33569,File-03,213,6,দেশের,NN,Unk,NN,NN,O
33570,File-03,213,7,2,CD,QC,CD,CD,O
33571,File-03,213,8,লাখ,NN,Unk,Unk,NN,O
33572,File-03,213,9,70,CD,Unk,Unk,CD,O
33573,File-03,213,10,হাজার,NN,XC,XC,NN,O
33574,File-03,213,11,এজেন্টের,NN,Unk,NN,NN,O
33575,File-03,213,12,কাছ,NN,NST,NST,NN,O
33576,File-03,213,13,থেকে,PRP,PSP,PSP,PRP,O
33577,File-03,213,14,তোলা,VM,VM,VM,VM,O
33578,File-03,213,15,যাচ্ছে,VM,VAUX,VM,VM,O
33579,File-03,213,16,।,SYM,Unk,SYM,SYM,O
33580,File-03,214,1,আবার,RB,RB,RB,RB,O
33581,File-03,214,2,ব্র্যাক,NN,Unk,NN,NN,O
33582,File-03,214,3,",",SYM,SYM,SYM,SYM,O
33583,File-03,214,4,বেসিক,JJ,Unk,JJ,JJ,O
33584,File-03,214,5,",",SYM,SYM,SYM,SYM,O
33585,File-03,214,6,ফার্স্ট,JJ,Unk,Unk,JJ,O
33586,File-03,214,7,সিকিউরিটি,NN,Unk,NN,NN,O
33587,File-03,214,8,",",SYM,SYM,SYM,SYM,O
33588,File-03,214,9,আইএফআইসি,NN,Unk,NN,NN,O
33589,File-03,214,10,",",SYM,SYM,SYM,SYM,O
33590,File-03,214,11,যমুনা,NN,Unk,Unk,NN,O
33591,File-03,214,12,",",SYM,SYM,SYM,SYM,O
33592,File-03,214,13,মিডল্যান্ড,NN,Unk,Unk,NN,O
33593,File-03,214,14,",",SYM,SYM,SYM,SYM,O
33594,File-03,214,15,শাহজালাল,NN,Unk,Unk,NN,O
33595,File-03,214,16,ও,PRP,CC,CC,PRP,O
33596,File-03,214,17,সোশ্যাল,JJ,Unk,JJ,JJ,O
33597,File-03,214,18,ইসলামী,JJ,Unk,JJ,JJ,O
33598,File-03,214,19,ব্যাংকের,NN,Unk,NN,NN,O
33599,File-03,214,20,সব,JJ,QF,QF,JJ,O
33600,File-03,214,21,এটিএম,NN,Unk,NN,NN,O
33601,File-03,214,22,থেকেও,PRP,Unk,Unk,PRP,O
33602,File-03,214,23,বিকাশের,NN,Unk,NN,NN,O
33603,File-03,214,24,টাকা,NN,NN,NN,NN,O
33604,File-03,214,25,তোলা,VM,VM,VM,VM,O
33605,File-03,214,26,যাচ্ছে,VM,VAUX,VAUX,VM,O
33606,File-03,214,27,।,SYM,Unk,SYM,SYM,O
33607,File-03,215,1,2018,CD,Unk,CD,CD,O
33608,File-03,215,2,সালে,NN,NNP,NNP,NN,O
33609,File-03,215,3,বিকাশের,NN,Unk,Unk,NN,O
33610,File-03,215,4,মাধ্যমে,NN,PSP,NN,NN,O
33611,File-03,215,5,আসে,VM,VM,VM,VM,O
33612,File-03,215,6,134,CD,Unk,CD,CD,O
33613,File-03,215,7,কোটি,NN,Unk,Unk,NN,O
33614,File-03,215,8,টাকা,NN,NN,NN,NN,O
33615,File-03,215,9,",",SYM,SYM,SYM,SYM,O
33616,File-03,215,10,2019,CD,Unk,CD,CD,O
33617,File-03,215,11,সালে,NN,NNP,NN,NN,O
33618,File-03,215,12,যা,DM,PRP,DM,DM,O
33619,File-03,215,13,বেড়ে,VM,Unk,VM,VM,O
33620,File-03,215,14,দাঁড়ায়,VM,Unk,Unk,VM,O
33621,File-03,215,15,271,CD,Unk,Unk,CD,O
33622,File-03,215,16,কোটি,NN,Unk,Unk,NN,O
33623,File-03,215,17,টাকার,NN,Unk,NN,NN,O
33624,File-03,215,18,বেশি,JJ,JJ,JJ,JJ,O
33625,File-03,215,19,।,SYM,Unk,SYM,SYM,O
33626,File-03,216,1,সৈয়দ,NNP,Unk,Unk,NNP,PER
33627,File-03,216,2,আবু,NNP,Unk,Unk,NNP,PER
33628,File-03,216,3,নাসের,NNP,Unk,NNP,NNP,PER
33629,File-03,216,4,বখতিয়ার,NNP,Unk,NNP,NNP,PER
33630,File-03,216,5,আহমেদ,NNP,Unk,NNP,NNP,PER
33631,File-03,216,6,অগ্রণী,NN,Unk,Unk,NN,O
33632,File-03,216,7,",",SYM,SYM,SYM,SYM,O
33633,File-03,216,8,প্রাইম,NN,Unk,Unk,NN,O
33634,File-03,216,9,ও,PRP,CC,CC,PRP,O
33635,File-03,216,10,সাউথইস্ট,NNP,Unk,NNP,NNP,O
33636,File-03,216,11,ব্যাংকের,NNP,Unk,Unk,NNP,O
33637,File-03,216,12,ব্যবস্থাপনা,NN,Unk,NN,NN,O
33638,File-03,216,13,পরিচালক,NN,Unk,Unk,NN,O
33639,File-03,216,14,ছিলেন,VM,VM,VM,VM,O
33640,File-03,216,15,।,SYM,Unk,Unk,SYM,O
33641,File-03,217,1,তিনি,PRP,PRP,PRP,PRP,O
33642,File-03,217,2,বলেন,VM,VM,VM,VM,O
33643,File-03,217,3,",",SYM,SYM,SYM,SYM,O
33644,File-03,217,4,‘,SYM,SYM,SYM,SYM,O
33645,File-03,217,5,আগে,JJ,NST,NST,JJ,O
33646,File-03,217,6,প্রবাসী,NN,Unk,NN,NN,O
33647,File-03,217,7,আয়,NN,Unk,NN,NN,O
33648,File-03,217,8,পেতে,VM,VM,VM,VM,O
33649,File-03,217,9,সাত,CD,QC,CD,CD,O
33650,File-03,217,10,দিন,NN,NN,NN,NN,O
33651,File-03,217,11,পর্যন্ত,NN,PSP,PSP,NN,O
33652,File-03,217,12,সময়,NN,NN,NN,NN,O
33653,File-03,217,13,লেগে,VM,Unk,VM,VM,O
33654,File-03,217,14,যেত,VM,VAUX,VAUX,VM,O
33655,File-03,217,15,",",SYM,SYM,SYM,SYM,O
33656,File-03,217,16,এখন,NN,PRP,PRP,NN,O
33657,File-03,217,17,সঙ্গে,NN,NST,NN,NN,O
33658,File-03,217,18,সঙ্গে,NN,PSP,NN,NN,O
33659,File-03,217,19,তা,DM,PRP,DM,DM,O
33660,File-03,217,20,পাওয়া,VM,VM,VM,VM,O
33661,File-03,217,21,যাচ্ছে,VM,VAUX,VAUX,VM,O
33662,File-03,217,22,।,SYM,Unk,SYM,SYM,O
33663,File-03,218,1,তবে,PRP,CC,CC,PRP,O
33664,File-03,218,2,এসব,DT,Unk,DT,DT,O
33665,File-03,218,3,অর্থে,NN,Unk,NN,NN,O
33666,File-03,218,4,যদি,PRP,CC,CC,PRP,O
33667,File-03,218,5,স্বজনেরা,NN,Unk,Unk,NN,O
33668,File-03,218,6,ছোট,JJ,JJ,JJ,JJ,O
33669,File-03,218,7,ছোট,JJ,JJ,JJ,JJ,O
33670,File-03,218,8,ব্যবসা,NN,NN,NN,NN,O
33671,File-03,218,9,গড়ে,VM,Unk,VM,VM,O
33672,File-03,218,10,তুলতে,VM,Unk,VM,VM,O
33673,File-03,218,11,পারেন,VM,VAUX,VM,VM,O
33674,File-03,218,12,",",SYM,SYM,SYM,SYM,O
33675,File-03,218,13,তাহলে,RB,CC,CC,RB,O
33676,File-03,218,14,অর্থনীতিতে,NN,Unk,Unk,NN,O
33677,File-03,218,15,প্রবাসী,NN,Unk,NN,NN,O
33678,File-03,218,16,আয়ের,NN,Unk,Unk,NN,O
33679,File-03,218,17,অবদান,NN,Unk,NN,NN,O
33680,File-03,218,18,বাড়বে,VM,Unk,Unk,VM,O
33681,File-03,218,19,।,SYM,Unk,Unk,SYM,O
33682,File-03,219,1,তবে,PRP,CC,CC,PRP,O
33683,File-03,219,2,বাংলাদেশ,NNP,Unk,NNP,NNP,ORG
33684,File-03,219,3,ব্যাংকে,NNP,Unk,Unk,NNP,O
33685,File-03,219,4,নতুন,JJ,JJ,JJ,JJ,O
33686,File-03,219,5,টাকা,NN,NN,NN,NN,O
33687,File-03,219,6,সংগ্রহে,VM,Unk,VM,VM,O
33688,File-03,219,7,গ্রাহক,NN,Unk,NN,NN,O
33689,File-03,219,8,ও,PRP,CC,CC,PRP,O
33690,File-03,219,9,ব্যাংকগুলোর,NN,Unk,Unk,NN,O
33691,File-03,219,10,ভিড়,NN,Unk,NN,NN,O
33692,File-03,219,11,দেখা,VM,VM,VM,VM,O
33693,File-03,219,12,গেছে,VM,VAUX,VM,VM,O
33694,File-03,219,13,।,SYM,Unk,SYM,SYM,O
33695,File-03,220,1,জানা,VM,VM,VM,VM,O
33696,File-03,220,2,যায়,VM,VAUX,VAUX,VM,O
33697,File-03,220,3,",",SYM,SYM,SYM,SYM,O
33698,File-03,220,4,প্রতি,JJ,QF,JJ,JJ,O
33699,File-03,220,5,ঈদের,NN,Unk,NN,NN,O
33700,File-03,220,6,মতো,JJ,PSP,JJ,JJ,O
33701,File-03,220,7,এবারও,RB,PRP,PRP,RB,O
33702,File-03,220,8,ব্যাংকগুলোকে,NN,Unk,NN,NN,O
33703,File-03,220,9,নতুন,JJ,JJ,JJ,JJ,O
33704,File-03,220,10,টাকা,NN,NN,NN,NN,O
33705,File-03,220,11,দিচ্ছে,VM,VAUX,VAUX,VM,O
33706,File-03,220,12,বাংলাদেশ,NNP,Unk,Unk,NNP,LOC
33707,File-03,220,13,ব্যাংক,NN,Unk,NN,NN,O
33708,File-03,220,14,।,SYM,Unk,SYM,SYM,O
33709,File-03,221,1,তবে,PRP,CC,CC,PRP,O
33710,File-03,221,2,করোনার,NN,Unk,Unk,NN,O
33711,File-03,221,3,কারণে,PRP,NN,NN,PRP,O
33712,File-03,221,4,আগের,JJ,NST,NST,JJ,O
33713,File-03,221,5,মতো,JJ,PSP,JJ,JJ,O
33714,File-03,221,6,আয়োজন,NN,Unk,NN,NN,O
33715,File-03,221,7,করে,VM,VM,VM,VM,O
33716,File-03,221,8,সাধারণ,JJ,JJ,JJ,JJ,O
33717,File-03,221,9,জনগণকে,NN,Unk,NN,NN,O
33718,File-03,221,10,টাকা,NN,NN,NN,NN,O
33719,File-03,221,11,দিচ্ছে,VM,VAUX,VAUX,VM,O
33720,File-03,221,12,না,RP,NEG,NEG,RP,O
33721,File-03,221,13,।,SYM,Unk,Unk,SYM,O
33722,File-03,222,1,পাশাপাশি,NN,Unk,Unk,NN,O
33723,File-03,222,2,ব্যাংক,NN,Unk,Unk,NN,O
33724,File-03,222,3,কর্মকর্তারা,NN,Unk,Unk,NN,O
33725,File-03,222,4,নিজের,PRP,PRP,PRP,PRP,O
33726,File-03,222,5,ও,PRP,CC,PRP,PRP,O
33727,File-03,222,6,পরিবারের,NN,NN,NN,NN,O
33728,File-03,222,7,সদস্যদের,NN,Unk,Unk,NN,O
33729,File-03,222,8,জন্য,PRP,PSP,PRP,PRP,O
33730,File-03,222,9,নতুন,JJ,JJ,JJ,JJ,O
33731,File-03,222,10,টাকা,NN,NN,NN,NN,O
33732,File-03,222,11,সংগ্রহ,NN,NN,NN,NN,O
33733,File-03,222,12,করছেন,VM,Unk,Unk,VM,O
33734,File-03,222,13,।,SYM,Unk,SYM,SYM,O
33735,File-03,223,1,বাংলাদেশ,NNP,Unk,Unk,NNP,LOC
33736,File-03,223,2,ব্যাংকের,NNP,Unk,NNP,NNP,O
33737,File-03,223,3,নির্বাহী,JJ,Unk,JJ,JJ,O
33738,File-03,223,4,পরিচালক,NN,Unk,Unk,NN,O
33739,File-03,223,5,ও,PRP,CC,PRP,PRP,O
33740,File-03,223,6,কারেন্সি,NN,Unk,Unk,NN,O
33741,File-03,223,7,অফিসার,NN,Unk,NN,NN,O
33742,File-03,223,8,ওবায়দুল,NNP,Unk,Unk,NNP,PER
33743,File-03,223,9,হক,NNP,Unk,NNP,NNP,PER
33744,File-03,223,10,প্রথম,JJ,QO,QO,JJ,O
33745,File-03,223,11,আলোকে,NN,Unk,NN,NN,O
33746,File-03,223,12,বলেন,VM,VM,VM,VM,O
33747,File-03,223,13,",",SYM,SYM,SYM,SYM,O
33748,File-03,223,14,ঈদের,NNP,Unk,Unk,NNP,O
33749,File-03,223,15,আগে,RB,NST,NST,RB,O
33750,File-03,223,16,আজ,NN,NN,NN,NN,O
33751,File-03,223,17,ব্যাংকে,NN,Unk,NN,NN,O
33752,File-03,223,18,শেষ,JJ,JJ,JJ,JJ,O
33753,File-03,223,19,দিন,NN,NN,NN,NN,O
33754,File-03,223,20,হওয়ায়,VM,Unk,Unk,VM,O
33755,File-03,223,21,সকাল,NN,Unk,NN,NN,O
33756,File-03,223,22,থেকেই,PSP,PSP,PSP,PSP,O
33757,File-03,223,23,খুব,RB,INTF,INTF,RB,O
33758,File-03,223,24,চাপ,NN,Unk,Unk,NN,O
33759,File-03,223,25,।,SYM,Unk,Unk,SYM,O
33760,File-03,224,1,ব্যাংক,NN,Unk,NN,NN,O
33761,File-03,224,2,কর্মকর্তারা,NN,Unk,Unk,NN,O
33762,File-03,224,3,বলছেন,VM,Unk,VM,VM,O
33763,File-03,224,4,",",SYM,SYM,SYM,SYM,O
33764,File-03,224,5,করোনাভাইরাসের,NN,Unk,Unk,NN,O
33765,File-03,224,6,কারণে,PRP,NN,PRP,PRP,O
33766,File-03,224,7,নতুন,JJ,JJ,JJ,JJ,O
33767,File-03,224,8,টাকার,NN,Unk,Unk,NN,O
33768,File-03,224,9,জন্য,PRP,PSP,PRP,PRP,O
33769,File-03,224,10,ব্যাংকে,NN,Unk,Unk,NN,O
33770,File-03,224,11,কেউ,NN,PRP,NN,NN,O
33771,File-03,224,12,আসছেন,VM,VM,VM,VM,O
33772,File-03,224,13,না,RP,NEG,RP,RP,O
33773,File-03,224,14,।,SYM,Unk,SYM,SYM,O
33774,File-03,225,1,ঈদের,NNP,Unk,NNP,NNP,O
33775,File-03,225,2,পর,NN,NST,NN,NN,O
33776,File-03,225,3,দুই,CD,QC,QC,CD,O
33777,File-03,225,4,সপ্তাহের,NN,Unk,NN,NN,O
33778,File-03,225,5,কঠোর,JJ,Unk,Unk,JJ,O
33779,File-03,225,6,বিধিনিষেধে,NN,Unk,Unk,NN,O
33780,File-03,225,7,চা,NN,Unk,Unk,NN,O
33781,File-03,225,8,–,SYM,Unk,Unk,SYM,O
33782,File-03,225,9,কারখানা,NN,Unk,Unk,NN,O
33783,File-03,225,10,ও,PRP,CC,PRP,PRP,O
33784,File-03,225,11,বাগান,NN,Unk,NN,NN,O
33785,File-03,225,12,খোলা,VM,Unk,Unk,VM,O
33786,File-03,225,13,রাখতে,VM,VM,VM,VM,O
33787,File-03,225,14,সরকারের,NN,Unk,NN,NN,O
33788,File-03,225,15,প্রতি,PRP,PSP,PSP,PRP,O
33789,File-03,225,16,আহ্বান,NN,Unk,NN,NN,O
33790,File-03,225,17,জানিয়েছেন,VM,VM,VM,VM,O
33791,File-03,225,18,চা,NN,Unk,Unk,NN,O
33792,File-03,225,19,–,SYM,Unk,SYM,SYM,O
33793,File-03,225,20,বাগানের,NN,Unk,NN,NN,O
33794,File-03,225,21,মালিকদের,NN,Unk,NN,NN,O
33795,File-03,225,22,সংগঠন,NN,Unk,NN,NN,O
33796,File-03,225,23,বাংলাদেশীয়,JJ,Unk,JJ,JJ,O
33797,File-03,225,24,চা,NN,Unk,Unk,NN,O
33798,File-03,225,25,সংসদের,NN,Unk,Unk,NN,O
33799,File-03,225,26,সভাপতি,NN,Unk,Unk,NN,O
33800,File-03,225,27,মো.,NNP,Unk,NNP,NNP,PER
33801,File-03,225,28,শাহ,NNP,Unk,Unk,NNP,PER
33802,File-03,225,29,আলম,NNP,XC,XC,NNP,PER
33803,File-03,225,30,।,SYM,Unk,SYM,SYM,O
33804,File-03,226,1,করোনা,NN,Unk,NN,NN,O
33805,File-03,226,2,সংক্রমণের,NN,Unk,Unk,NN,O
33806,File-03,226,3,দ্বিতীয়,JJ,Unk,Unk,JJ,O
33807,File-03,226,4,ঢেউ,NN,QO,QO,NN,O
33808,File-03,226,5,সামলাতে,VM,Unk,Unk,VM,O
33809,File-03,226,6,23,CD,Unk,Unk,CD,O
33810,File-03,226,7,জুলাই,NNP,Unk,Unk,NNP,O
33811,File-03,226,8,থেকে,PSP,Unk,PSP,PSP,O
33812,File-03,226,9,5,CD,PSP,PSP,CD,O
33813,File-03,226,10,আগস্ট,NNP,QC,QC,NNP,O
33814,File-03,226,11,মধ্যরাত,NN,Unk,Unk,NN,O
33815,File-03,226,12,পর্যন্ত,PRP,Unk,Unk,PRP,O
33816,File-03,226,13,কঠোর,JJ,PSP,JJ,JJ,O
33817,File-03,226,14,বিধিনিষেধ,NN,Unk,Unk,NN,O
33818,File-03,226,15,আরোপ,NN,NN,NN,NN,O
33819,File-03,226,16,করে,VM,Unk,Unk,VM,O
33820,File-03,226,17,গত,JJ,VM,JJ,JJ,O
33821,File-03,226,18,মঙ্গলবার,NNP,Unk,Unk,NNP,O
33822,File-03,226,19,প্রজ্ঞাপন,NN,Unk,Unk,NN,O
33823,File-03,226,20,জারি,VM,Unk,VM,VM,O
33824,File-03,226,21,করেছে,VM,Unk,Unk,VM,O
33825,File-03,226,22,সরকার,NN,VM,NN,NN,O
33826,File-03,226,23,।,SYM,NNP,SYM,SYM,O
35349,File-03,301,1,সরকার,NN,Unk,Unk,NN,O
35351,File-03,301,3,যেমন,PRP,NNP,NNP,PRP,O
35354,File-03,301,6,করে,VM,CC,CC,VM,O
35355,File-03,301,7,থাকে,VM,VM,VM,VM,O
35356,File-03,301,8,",",SYM,VAUX,SYM,SYM,O
35358,File-03,301,10,তেমনি,RB,SYM,RB,RB,O
35359,File-03,301,11,আমরা,PRP,CC,PRP,PRP,O
35365,File-03,301,17,।,SYM,PRP,SYM,SYM,O
37292,File-03,401,1,চট্টগ্রাম,NNP,Unk,NNP,NNP,LOC
37293,File-03,401,2,বন্দর,NN,Unk,Unk,NN,O
37294,File-03,401,3,দিয়ে,PSP,Unk,PSP,PSP,O
37295,File-03,401,4,প্রতিদিন,NN,PSP,NN,NN,O
37296,File-03,401,5,1,CD,Unk,Unk,CD,O
37297,File-03,401,6,হাজার,CD,QC,QC,CD,O
37298,File-03,401,7,800,CD,XC,XC,CD,O
37299,File-03,401,8,একক,NN,Unk,NN,NN,O
37300,File-03,401,9,কনটেইনার,NN,Unk,NN,NN,O
37301,File-03,401,10,রপ্তানির,NN,Unk,Unk,NN,O
37302,File-03,401,11,তুলনায়,NN,Unk,NN,NN,O
37303,File-03,401,12,এ,DM,NN,DM,DM,O
37304,File-03,401,13,সংখ্যা,NN,DEM,DEM,NN,O
37305,File-03,401,14,খুবই,RB,NN,RB,RB,O
37306,File-03,401,15,কম,JJ,RB,RB,JJ,O
37307,File-03,401,16,।,SYM,JJ,SYM,SYM,O
37308,File-03,402,1,তবু,RB,Unk,RB,RB,O
37309,File-03,402,2,সংকটের,NN,CC,NN,NN,O
37310,File-03,402,3,সময়,NN,Unk,Unk,NN,O
37311,File-03,402,4,এ,DM,NN,NN,DM,O
37312,File-03,402,5,ধরনের,NN,DEM,DEM,NN,O
37313,File-03,402,6,বিকল্প,NN,NN,NN,NN,O
37314,File-03,402,7,পথে,PSP,Unk,Unk,PSP,O
37315,File-03,402,8,কিছু,JJ,NN,NN,JJ,O
37316,File-03,402,9,কনটেইনার,NN,QF,QF,NN,O
37317,File-03,402,10,রপ্তানি,NN,Unk,Unk,NN,O
37318,File-03,402,11,হলে,VM,Unk,VM,VM,O
37319,File-03,402,12,চাপ,NN,VM,VM,NN,O
37320,File-03,402,13,কমবে,VM,Unk,Unk,VM,O
37321,File-03,402,14,বলে,VM,Unk,VM,VM,O
37322,File-03,402,15,মনে,NN,UT,NN,NN,O
37323,File-03,402,16,করছেন,VM,NN,NN,VM,O
37324,File-03,402,17,শিপিং,NN,Unk,NN,NN,O
37325,File-03,402,18,এজেন্টরা,NN,Unk,Unk,NN,O
37326,File-03,402,19,।,SYM,Unk,SYM,SYM,O
37327,File-03,403,1,আর,PRP,Unk,Unk,PRP,O
37328,File-03,403,2,এই,DM,CC,CC,DM,O
37329,File-03,403,3,নৌপথে,JJ,DEM,DEM,JJ,O
37330,File-03,403,4,জাহাজের,NN,Unk,Unk,NN,O
37331,File-03,403,5,সংখ্যা,NN,Unk,Unk,NN,O
37332,File-03,403,6,বাড়ানো,VM,NN,NN,VM,O
37333,File-03,403,7,গেলে,VM,Unk,Unk,VM,O
37334,File-03,403,8,সংকট,NN,VAUX,VAUX,NN,O
37335,File-03,403,9,মোকাবিলায়,NN,Unk,Unk,NN,O
37336,File-03,403,10,তা,DM,Unk,DM,DM,O
37337,File-03,403,11,সহায়তা,NN,PRP,NN,NN,O
37338,File-03,403,12,করবে,VM,Unk,VM,VM,O
37339,File-03,403,13,।,SYM,VM,SYM,SYM,O
37340,File-03,404,1,চট্টগ্রাম,NNP,Unk,NNP,NNP,LOC
37341,File-03,404,2,থেকে,PSP,Unk,PSP,PSP,O
37342,File-03,404,3,ভারতের,NNP,PSP,PSP,NNP,LOC
37343,File-03,404,4,কৃষ্ণপত্তনাম,NNP,NNP,NNP,NNP,LOC
37344,File-03,404,5,নৌপথে,JJ,Unk,Unk,JJ,O
37345,File-03,404,6,সবচেয়ে,JJ,Unk,Unk,JJ,O
37346,File-03,404,7,বেশিসংখ্যক,JJ,INTF,JJ,JJ,O
37347,File-03,404,8,কনটেইনার,NN,Unk,Unk,NN,O
37348,File-03,404,9,আনা,VM,Unk,VM,VM,O
37349,File-03,404,10,-,SYM,NN,SYM,SYM,O
37350,File-03,404,11,নেওয়া,VM,SYM,SYM,VM,O
37351,File-03,404,12,হচ্ছে,VM,VM,VM,VM,O
37352,File-03,404,13,জার্মান,NNP,VAUX,NNP,NNP,LOC
37353,File-03,404,14,শিপিং,NN,Unk,Unk,NN,O
37354,File-03,404,15,কোম্পানি,NN,Unk,NN,NN,O
37355,File-03,404,16,হ্যাপাগ,NNP,Unk,Unk,NNP,O
37356,File-03,404,17,লয়েডের,NNP,Unk,NNP,NNP,O
37357,File-03,404,18,মাধ্যমে,PSP,Unk,Unk,PSP,O
37358,File-03,404,19,।,SYM,PSP,SYM,SYM,O
37359,File-03,405,1,হ্যাপাগ,NNP,Unk,Unk,NNP,O
37360,File-03,405,2,লয়েডের,NNP,Unk,NNP,NNP,O
37361,File-03,405,3,বাংলাদেশের,NNP,Unk,Unk,NNP,LOC
37362,File-03,405,4,মহাব্যবস্থাপক,NN,Unk,Unk,NN,O
37363,File-03,405,5,আবুল,NNP,Unk,Unk,NNP,PER
37364,File-03,405,6,কালাম,NNP,Unk,NNP,NNP,PER
37365,File-03,405,7,আজাদ,NNP,Unk,NNP,NNP,PER
37366,File-03,405,8,প্রথম,NN,Unk,Unk,NN,O
37367,File-03,405,9,আলোকে,NN,QO,NN,NN,O
37368,File-03,405,10,বলেন,VM,Unk,Unk,VM,O
37369,File-03,405,11,",",SYM,VM,VM,SYM,O
37370,File-03,405,12,কৃষ্ণপত্তনাম,NNP,SYM,SYM,NNP,O
37371,File-03,405,13,থেকে,PSP,Unk,PSP,PSP,O
37372,File-03,405,14,চেন্নাই,NNP,PSP,NNP,NNP,LOC
37373,File-03,405,15,ও,PRP,Unk,PRP,PRP,O
37374,File-03,405,16,কলম্বো,NNP,CC,NNP,NNP,LOC
37375,File-03,405,17,হয়ে,VM,Unk,Unk,VM,O
37376,File-03,405,18,সপ্তাহে,NN,VM,VM,NN,O
37377,File-03,405,19,এক,CD,Unk,Unk,CD,O
37378,File-03,405,20,দিন,NN,QC,QC,NN,O
37379,File-03,405,21,বড়,JJ,NN,JJ,JJ,O
37380,File-03,405,22,জাহাজ,NN,JJ,NN,NN,O
37381,File-03,405,23,ইউরোপে,NNP,Unk,NNP,NNP,LOC
37382,File-03,405,24,যায়,VM,Unk,Unk,VM,O
37383,File-03,405,25,।,SYM,VAUX,SYM,SYM,O
37384,File-03,406,1,এ,NN,Unk,NN,NN,O
37385,File-03,406,2,পরিস্থিতিতে,PRP,DEM,PRP,PRP,O
37386,File-03,406,3,বৈশ্বিক,VM,Unk,Unk,VM,O
37387,File-03,406,4,সংকটের,VM,Unk,VM,VM,O
48006,File-04,401,1,তবে,SYM,Unk,SYM,SYM,O
48007,File-04,401,2,টিকা,RB,CC,RB,RB,O
48008,File-04,401,3,কেন্দ্রে,PRP,Unk,PRP,PRP,O
48009,File-04,401,4,গিয়ে,SYM,Unk,SYM,SYM,O
48010,File-04,401,5,নয়,NNP,VM,NNP,NNP,O
48011,File-04,401,6,",",NN,NEG,NN,NN,O
48012,File-04,401,7,বাসায়,PSP,SYM,PSP,PSP,O
48013,File-04,401,8,টিকা,NN,Unk,NN,NN,O
48014,File-04,401,9,নিতে,CD,Unk,Unk,CD,O
48015,File-04,401,10,চান,CD,VM,CD,CD,O
48016,File-04,401,11,সাবেক,CD,VM,VM,CD,O
48017,File-04,401,12,এ,NN,Unk,NN,NN,O
48018,File-04,401,13,প্রধানমন্ত্রী,NN,DEM,DEM,NN,O
48019,File-04,401,14,।,NN,Unk,Unk,NN,O
